Milliseconds,X,Y,Z
18652,-6.9382324,-19.541153,-5.4389496
18701,-13.875626,-31.060059,5.5207977
18751,16.041245,-6.736496,1.2433472
18801,41.264633,16.752304,-5.434204
18851,24.232147,11.671692,7.193756
18901,13.615555,11.143967,-2.0978088
18952,11.400375,5.727539,0.98194885
19002,10.438705,3.592636,-0.32029724
19051,9.845444,1.6064453,1.0627441
19101,8.649353,2.2013397,0.41638184
19152,8.568008,2.206131,0.13597107
19201,8.701981,2.4268188,1.233841
19251,9.4674835,4.5521393,0.75857544
19302,9.429199,4.0867767,1.0199738
19352,9.53447,5.151825,1.1292877
19401,8.812012,4.979126,1.319397
19451,8.022583,4.7776184,1.1720581
19502,7.989105,4.69606,1.680603
19551,7.7307434,5.29097,1.2005768
19601,7.6685333,5.5020447,2.0608215
19651,7.687683,6.1881104,1.6710968
19701,8.529739,7.3970795,1.8136749
19751,10.151642,8.462128,3.8478394
19802,11.457794,10.860901,2.212906
19851,9.730621,11.388641,1.3431549
19902,4.152008,9.834244,-2.6966553
19951,-0.7855072,4.283478,-4.146225
20001,-4.220703,-14.734009,16.927307
20051,1.3196411,-26.900589,26.16182
20101,21.4859,0.8484192,-5.5862885
20152,16.912018,6.7686005,-21.298767
20201,10.964996,14.032089,-41.930298
20251,9.156494,-0.034317017,-27.738678
20301,22.160507,-14.863541,9.6223755
20351,29.930374,-6.098419,44.260147
20402,25.342133,18.287521,26.451736
20451,26.265518,17.970871,1.9752808
20501,20.509888,1.6208344,-8.1432495
20551,3.817093,-12.066559,-9.968292
20601,-7.2588043,-25.159073,-2.2213745
20651,-17.59311,-33.266937,0.021911621
20702,11.539139,-21.009201,7.1985016
20751,53.19693,17.75978,-13.599365
20802,30.968582,15.298645,0.12646484
20851,14.959976,10.006958,-3.785019
20902,9.768906,4.336258,0.18824768
20951,10.108597,2.206131,-1.6082764
21001,8.945984,0.23913574,-0.95240784
21051,8.548874,0.81484985,0.20726013
21101,8.544083,2.00943,-0.8240814
21152,8.725891,2.1965485,0.13121033
21201,9.567947,2.8298187,0.32608032
21251,10.041611,2.7530518,-0.34405518
21301,10.113373,2.110199,0.69677734
21351,9.4387665,2.7914276,-0.8240814
21401,9.8311,2.5611572,0.5922394
21453,9.314377,2.4604187,0.19299316
21502,9.175629,2.5707397,0.03616333
21551,9.520111,2.3452759,0.59698486
21601,9.520111,2.7434692,0.22627258
21652,9.376572,2.4843903,0.7015381
21701,9.381363,2.9497528,-0.17295837
21751,9.505753,2.7002869,0.29756165
21801,9.271317,2.7386627,-0.1444397
21851,9.429199,2.7386627,-0.025634766
21902,9.544022,2.8394165,0.13121033
21953,9.539246,2.820221,0.26905823
22002,9.500961,2.9881287,0.18348694
22051,9.53447,2.9833527,0.1454773
22102,9.357437,2.9881287,0.28330994
22151,9.271317,2.9161835,-0.044631958
22202,9.209122,3.0984802,0.1217041
22251,10.64444,4.1491394,0.026657104
22301,12.577347,4.6576843,0.57321167
22351,14.017441,6.2984467,1.585556
22401,15.16571,7.728119,4.370636
22452,11.773575,6.6486816,4.8221436
22501,7.1470337,4.0052185,2.3602448
22551,-2.4026184,-0.21662903,-18.276047
22602,-0.35490417,2.690689,-39.19748
22651,8.2043915,-7.0051575,9.113846
22701,27.308517,-8.286102,51.96428
22751,13.242386,-0.08709717,28.424118
22801,4.616089,6.2456665,-11.5937195
22851,-3.718338,-7.5568695,-19.516495
22902,-9.517029,-23.067352,-5.9570007
22951,21.87822,2.6283264,0.8013458
23001,24.045563,20.667099,-6.845764
23051,11.008057,14.0177,-23.152313
23101,9.529678,-2.2220001,-17.24945
23151,13.003159,-16.312408,9.517822
23201,17.19429,-21.397797,41.50357
23252,38.853287,-13.112442,35.667236
23301,35.547256,7.780899,-12.520493
23351,19.476456,22.346252,-32.581696
23401,5.022766,2.2684937,-10.871307
23452,6.615967,-3.4933624,9.802994
23503,6.6638184,-1.0753784,2.151123
23551,8.300095,1.9422607,4.351639
23601,7.209244,2.7578583,0.59698486
23652,8.467545,4.6720734,2.355484
23701,8.42926,4.283478,0.535202
23752,9.266525,4.628891,1.1530457
23801,8.864639,4.206711,0.94392395
23851,8.749817,4.859192,1.138794
23901,8.864639,4.441803,1.1815643
23952,8.400558,4.835205,0.7110443
24001,9.022522,4.835205,1.1483002
24052,8.453186,4.8160095,0.20251465
24101,8.290512,5.252594,0.6635132
24151,8.410126,4.7392426,0.7015381
24201,8.749817,5.857071,0.31181335
24252,8.534531,5.185425,0.5256958
24301,8.615845,6.0873566,0.20251465
24351,9.615799,6.7542114,0.17875671
24401,10.496124,8.044754,1.6710968
24451,10.280823,8.634842,0.38786316
24501,9.788025,8.27504,3.6529846
24552,6.324127,6.552719,5.202362
24601,5.381592,4.0579834,5.131073
24651,-0.852478,7.0036774,-33.0047
24701,6.0657806,1.9470673,-29.040924
24751,15.892929,-11.107056,30.814728
24801,21.42369,0.7044983,45.695465
24852,10.022461,2.9977417,9.646149
24901,5.883972,13.091766,-16.042267
24951,3.960617,3.8708954,-16.156326
25002,-7.1391907,-19.76184,-3.471344
25052,-5.589035,-15.396072,10.373306
25101,17.792343,11.076813,-6.3847504
25152,26.892273,21.996033,-1.8221436
25202,14.84993,16.392487,-18.11444
25252,4.195053,2.3212738,-17.48233
25301,3.486969,-4.7119293,-10.044342
25351,10.161224,-9.62941,7.835373
25402,27.251099,-14.786789,47.33992
25451,29.753357,-0.31736755,9.5273285
25501,30.169601,6.840576,-6.860016
25551,19.069778,14.391922,-28.332779
25601,5.5634003,2.3836517,-9.027267
25651,7.42453,-0.21182251,3.610199
25702,6.9700165,-0.9410553,0.23577881
25751,8.266586,1.3185883,2.935318
25801,7.4963074,2.8250275,0.7348175
25851,8.950775,4.0148163,2.7594757
25902,9.606216,4.744049,0.27378845
25952,10.778397,4.3314514,2.8687744
26002,9.343094,4.638504,0.31181335
26051,8.878998,3.5974274,2.0703278
26102,8.314438,3.5734406,1.1340485
26151,8.855072,3.2951813,1.7851562
26201,9.4674835,4.010025,0.7348175
26251,10.280823,4.5809174,1.8279419
26301,11.409958,6.4951477,0.10745239
26352,13.046219,6.9221344,2.2746887
26401,10.558319,7.915207,0.35935974
26452,9.984192,6.6342773,3.201477
26502,6.3624115,6.365616,1.4382172
26551,4.6065216,6.6054993,5.4732666
26601,1.5492859,6.591095,1.6758575
26651,-2.919342,0.58457947,-37.400955
26701,10.151642,-4.8606567,-22.705566
26752,15.763763,-7.0579224,15.344635
26801,23.012115,7.2771454,42.75354
26851,8.17569,3.8565063,19.14682
26901,-1.3835602,2.0765991,-14.131683
26952,-5.1536713,-14.820358,-11.935928
27001,-1.0773468,-12.507935,-1.2660828
27052,13.122772,3.3383484,-6.403763
27102,28.662506,20.048218,-2.89151
27151,15.24704,16.224579,-12.905472
27201,3.7788086,2.3260803,-17.263702
27251,2.8889313,-11.62999,-5.4674683
27301,15.146561,-10.430603,20.463318
27352,30.217438,-1.7662354,29.540985
27401,30.02127,5.007904,7.6690216
27452,22.682007,-6.64534,-13.057556
27501,10.85495,-3.0039978,-7.20697
27552,6.4054565,-0.28379822,-3.1196442
27601,7.563278,-2.025299,1.1340485
27651,9.094299,1.3329773,2.3459778
27701,9.295242,2.1869507,0.6302643
27752,9.57753,3.6262054,1.9895172
27802,9.544022,3.8996735,0.6682739
27851,9.826309,3.0504913,1.1197815
27902,9.352661,2.9449615,0.90589905
27953,9.218689,2.4700012,0.8203583
28001,9.572739,3.2568054,1.3621674
28052,10.194702,3.736557,0.7918396
28102,9.759323,3.7173615,0.7538147
28151,10.060745,4.1635284,-0.3155365
